UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD20,NEG_M20,RAPE20,FONDL20,INCES20,STATR20,ROBBE20,AGG_A20,BURGLA20,VEHIC20,ARSON20,MURD21,NEG_M21,RAPE21,FONDL21,INCES21,STATR21,ROBBE21,AGG_A21,BURGLA21,VEHIC21,ARSON21,MURD22,NEG_M22,RAPE22,FONDL22,INCES22,STATR22,ROBBE22,AGG_A22,BURGLA22,VEHIC22,ARSON22,FILTER20,FILTER21,FILTER22,Full_Address,Latitude,Longitude
105668002,Rio Salado College,2177500,"Rio Salado College, Surprise",12535 Smokey Drive,Surprise,AZ,85378,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"12535 Smokey Drive, Surprise, AZ 85378",33.63711255,-112.33020046504188
105668005,Rio Salado College,2177500,Rio Salado College - Avondale,420 North Central Avenue,Avondale,AZ,85323,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"420 North Central Avenue, Avondale, AZ 85323",33.43942165,-112.34999882004766
105668006,Rio Salado College,2177500,Rio Salado College - Downtown,619 North 7th Avenue,Phoenix,AZ,85007,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"619 North 7th Avenue, Phoenix, AZ 85007",33.45539142157239,-112.08247249258244
105668008,Rio Salado College,2177500,Rio Salado College - Southern,3320 South Price Road,Tempe,AZ,85282,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"3320 South Price Road, Tempe, AZ 85282",33.3924132,-111.8945567
105668010,Rio Salado College,2177500,Rio Salado College - Northern,1715 West Northern Avenue,Phoenix,AZ,85021,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1715 West Northern Avenue, Phoenix, AZ 85021",33.55296228571429,-112.09636957142858
105668011,Rio Salado College,2177500,Rio Salado College - East Valley Veterans Educational Center,3320 South Price Road,Tempe,AZ,85282,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"3320 South Price Road, Tempe, AZ 85282",33.3924132,-111.8945567
105668013,Rio Salado College,2177500,Rio Salado College- Thomas,3631 W. Thomas Rd,Phoenix,AZ,85019,4,"Public, 2-year",6879.0,10199.0,17078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"3631 W. Thomas Rd, Phoenix, AZ 85019",33.48037393877551,-112.13718
105747001,Scottsdale Community College,830400,Main Campus,9000 E CHAPARRAL RD,SCOTTSDALE,AZ,85256,4,"Public, 2-year",3115.0,3950.0,7065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"9000 E CHAPARRAL RD, SCOTTSDALE, AZ 85256",33.5122411,-111.880364
105792001,South Mountain Community College,2146600,SOUTH MOUNTAIN COMMUNITY COLLEGE,7050 S 24TH ST,PHOENIX,AZ,85042,4,"Public, 2-year",1539.0,2167.0,3706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"7050 S 24TH ST, PHOENIX, AZ 85042",33.38193475,-112.03407350966162
105792002,South Mountain Community College,2146600,Guadalupe Campus,9233 South Avenida del Yaqui,Guadalupe,AZ,85283,4,"Public, 2-year",1539.0,2167.0,3706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"9233 South Avenida del Yaqui, Guadalupe, AZ 85283",33.3621627,-111.9621021583842
105792004,South Mountain Community College,2146600,Laveen Campus,7900 South 43rd Avenue,Laveen,AZ,85339,4,"Public, 2-year",1539.0,2167.0,3706.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"7900 South 43rd Avenue, Laveen, AZ 85339",33.374948,-112.15310054954848
105899001,Arizona Christian University,711300,Arizona Christian University,1 W. Firestorm Way,Glendale,AZ,85306,2,"Private nonprofit, 4-year or above",654.0,428.0,1082.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1 W. Firestorm Way, Glendale, AZ 85306",33.6218778,-112.1813589
106148001,Yavapai College,107900,Yavapai College - Prescott Campus,1100 E Sheldon St,Prescott,AZ,86301,4,"Public, 2-year",2967.0,4030.0,6997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1100 E Sheldon St, Prescott, AZ 86301",34.54519939828411,-112.45592463465582
106148002,Yavapai College,107900,Yavapai College -Verde Valley Campus,601 Black Hills Dr.,Clarkdale,AZ,86324,4,"Public, 2-year",2967.0,4030.0,6997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"601 Black Hills Dr., Clarkdale, AZ 86324",34.739758,-112.05423438095238
106148005,Yavapai College,107900,Yavapai College - Sedona Center,4215 Arts Village Dr,Sedona,AZ,86336,4,"Public, 2-year",2967.0,4030.0,6997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"4215 Arts Village Dr, Sedona, AZ 86336",34.85006960655369,-111.8318271384277
106245001,University of Arkansas at Little Rock,110100,"University of Arkansas, Little Rock",2801 S UNIVERSITY AVE,LITTLE ROCK,AR,72204,1,"Public, 4-year or above",3175.0,5022.0,8197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"2801 S UNIVERSITY AVE, LITTLE ROCK, AR 72204",34.7210884,-92.33951162121744
106245002,University of Arkansas at Little Rock,110100,William H. Bowen School of Law,1201 McMath Avenue,Little Rock,AR,72202,1,"Public, 4-year or above",3175.0,5022.0,8197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1201 McMath Avenue, Little Rock, AR 72202",34.7357361,-92.26288074984036
106245004,University of Arkansas at Little Rock,110100,Clinton School of Public Service,1200 President Clinton Avenue,Little Rock,AR,72201,1,"Public, 4-year or above",3175.0,5022.0,8197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1200 President Clinton Avenue, Little Rock, AR 72201",34.74626695,-92.25839996761856
106263002,University of Arkansas for Medical Sciences,110900,UAMS Northwest,1125 N. College Ave. ,Fayetteville,AR,72703,1,"Public, 4-year or above",921.0,2319.0,3240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1125 N. College Ave. , Fayetteville, AR 72703",36.0777979,-94.15898457036693
106342001,Lyon College,108800,Main Campus,2300 HIGHLAND ROAD,BATESVILLE,AR,72501,2,"Private nonprofit, 4-year or above",295.0,201.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"2300 HIGHLAND ROAD, BATESVILLE, AR 72501",35.7764261,-91.62423939520048
106351001,Arkansas Technical School,3023400,Arkansas College of Barbering and Hair Design,200 E WASHINGTON AVE,NORTH LITTLE ROCK,AR,72114,9,"Private for-profit, less-than 2-year",29.0,31.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"200 E WASHINGTON AVE, NORTH LITTLE ROCK, AR 72114",34.753978,-92.265885
106467002,Arkansas Tech University,108900,Arkansas Tech University - Ozark Campus,1700 Helberg Lane,Ozark,AR,72949,1,"Public, 4-year or above",3985.0,5460.0,9445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1700 Helberg Lane, Ozark, AR 72949",35.49708424442222,-93.8428330079242
106467003,Arkansas Tech University,108900,Arkansas Tech Career Center,2201 South Knoxville Avenue,Russellville,AR,72802,1,"Public, 4-year or above",3985.0,5460.0,9445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,"2201 South Knoxville Avenue, Russellville, AR 72802",35.258234,-93.120896
106485001,University of Arkansas at Monticello,108500,University of Arkansas at Monticello,350 University Dr,Monticello,AR,71656,1,"Public, 4-year or above",1085.0,1634.0,2719.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"350 University Dr, Monticello, AR 71656",33.5906957286248,-91.81076525165427
106485003,University of Arkansas at Monticello,108500,McGehee COT,1609 East Ash Street,McGehee,AR,71654,1,"Public, 4-year or above",1085.0,1634.0,2719.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1609 East Ash Street, McGehee, AR 71654",33.6434729,-91.3850521
106494001,Arthur's Beauty College,2538503,"Arthur's Beauty College, Inc.-Jacksonville",2600 JOHN HARDEN DR,JACKSONVILLE,AR,72076,9,"Private for-profit, less-than 2-year",0.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"2600 JOHN HARDEN DR, JACKSONVILLE, AR 72076",34.890632,-92.103677
106625001,Black River Technical College,2052200,Main Campus,1410 HWY 304 East,POCAHONTAS,AR,72455,4,"Public, 2-year",586.0,980.0,1566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1410 HWY 304 East, POCAHONTAS, AR 72455",36.24086095,-90.95183510522332
106625002,Black River Technical College,2052200,Black River Technical College Paragould,2402 N 12th Ave,Paragould,AR,72450,4,"Public, 2-year",586.0,980.0,1566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"2402 N 12th Ave, Paragould, AR 72450",36.08755011608143,-90.4701899355432
106713001,Central Baptist College,109300,Central Baptist College,1501 COLLEGE AVE,CONWAY,AR,72034,2,"Private nonprofit, 4-year or above",312.0,252.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1501 COLLEGE AVE, CONWAY, AR 72034",35.084539,-92.445715
106795003,Cossatot Community College of the University of Arkansas,2220900,Little River Campus,1411 North Constitution Avenue,Ashdown,AR,71822,4,"Public, 2-year",462.0,816.0,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1411 North Constitution Avenue, Ashdown, AR 71822",33.68462012052296,-94.13592743482542
106810001,Crowley's Ridge College,109500,Main Campus,100 COLLEGE DR,PARAGOULD,AR,72450,2,"Private nonprofit, 4-year or above",103.0,98.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"100 COLLEGE DR, PARAGOULD, AR 72450",36.066337,-90.584685
106883001,East Arkansas Community College,1226000,East Arkansas Community College,1700 NEWCASTLE RD,FORREST CITY,AR,72335,4,"Public, 2-year",392.0,787.0,1179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1700 NEWCASTLE RD, FORREST CITY, AR 72335",35.0417579,-90.7673336
106908001,Paul Mitchell the School-Little Rock,3124900,"Paul Mitchell the School - Little Rock (Main Campus, North Little Rock, AR)",4201 E McCain Blvd,North Little Rock,AR,72117,9,"Private for-profit, less-than 2-year",17.0,341.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"4201 E McCain Blvd, North Little Rock, AR 72117",34.789526,-92.222844
106908002,Paul Mitchell the School-Little Rock,3124900,Paul Mitchell the School - Norman,3030 William Pereira,Norman,OK,73072,9,"Private for-profit, less-than 2-year",17.0,341.0,358.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"3030 William Pereira, Norman, OK 73072",35.21427995918367,-97.485925122449
107044003,Harding University,109700,Harding University Northwest Arkansas,901 South 52nd Street,Rogers,AR,72758,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"901 South 52nd Street, Rogers, AR 72758",36.324032,-94.186328
107044004,Harding University,109700,Harding University-Athens Greece,37 KLM Porto Rafti Avenue,Markopoulo Attiki,,19003,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107044005,Harding University,109700,Harding University-Florence Italy,Via Triozzi 57,Scandicci Firenze,,50018,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107044006,Harding University,109700,Graduate School of Religion,1000 Cherry Road,Memphis,TN,38117,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1000 Cherry Road, Memphis, TN 38117",35.10428,-89.915661
107044007,Harding University,109700,Harding University Australasia - HUA,"Main Beach LPO, P.O.Box 766",Main Beach QLD,,4217,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107044009,Harding University,109700,Harding University Latin America (HULA) Chile,Posada el Castillo Campos 105 Arequipa,Arequipa,, 04001,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107044010,Harding University,109700,Harding University Zambia (HIZ),"Namwianga Mission, PO Box 620022",Kalomo,,20100,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107044011,Harding University,109700,Harding University England (HUE),"C/O Florida State, 103 Great Russell Street",London,,0,2,"Private nonprofit, 4-year or above",2015.0,2790.0,4805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107099001,Hot Springs Beauty College,3007100,Hot Springs Beauty College,100 Cones Rd,HOT SPRINGS,AR,71901,9,"Private for-profit, less-than 2-year",5.0,85.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"100 Cones Rd, HOT SPRINGS, AR 71901",34.496223,-93.038204
107123001,Jefferson Regional School of Nursing,2330800,Main Campus,1600 West 40th,PINE BLUFF,AR,71603,5,"Private nonprofit, 2-year",17.0,52.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1600 West 40th, PINE BLUFF, AR 71603",34.18804475,-92.01778763263852
107141005,John Brown University,110000,Ireland Center,157 Finaghy Road South,Belfast,,BT1O ODA,2,"Private nonprofit, 4-year or above",892.0,1434.0,2326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,46.3144754,11.0480288
107293001,Academy of Salon and Spa,1074100,Mellie's Inc. - Academy of Salon & Spa,311 S 16TH ST,FORT SMITH,AR,72901,9,"Private for-profit, less-than 2-year",0.0,67.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"311 S 16TH ST, FORT SMITH, AR 72901",35.38092724489796,-94.4162410612245
107327002,Arkansas Northeastern College,1286000,Leachville Center,103 North Main Street,Leachville,AR,72438,4,"Public, 2-year",536.0,966.0,1502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"103 North Main Street, Leachville, AR 72438",35.93809536734694,-90.25813597959184
107460001,North Arkansas College,1226100,South Campus,1515 PIONEER DR.,HARRISON,AR,72601,4,"Public, 2-year",836.0,1020.0,1856.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1515 PIONEER DR., HARRISON, AR 72601",36.2195306,-93.0877489
107488001,Northwest Technical Institute,2073700,Main Campus,709 S OLD MISSOURI RD,SPRINGDALE,AR,72764,7,"Public, less-than 2-year",146.0,55.0,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"709 S OLD MISSOURI RD, SPRINGDALE, AR 72764",36.1781481,-94.11423658084726
107549001,Ozarka College,2087000,Main Campus,218 COLLEGE DR,MELBOURNE,AR,72556,4,"Public, 2-year",322.0,661.0,983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"218 COLLEGE DR, MELBOURNE, AR 72556",36.05537091758356,-91.89793229150156
107549002,Ozarka College,2087000,Ozarka College-Mountain View,1800 College Drive,Mountain View,AR,72560,4,"Public, 2-year",322.0,661.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1800 College Drive, Mountain View, AR 72560",35.8568413,-92.0881849
107549005,Ozarka College,2087000,Ozarka College Carpenter Technical Center,16 Nix Ridge Rd.,Ash Flat,AR,72513,4,"Public, 2-year",322.0,661.0,983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,"16 Nix Ridge Rd., Ash Flat, AR 72513",36.2433517,-91.5990365
107558001,University of the Ozarks,109400,Main Campus,415 N. College Ave.,Clarksville,AR,72830,2,"Private nonprofit, 4-year or above",374.0,410.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"415 N. College Ave., Clarksville, AR 72830",35.478638849999996,-93.46558900601369
107585001,University of Arkansas Community College-Morrilton,524500,Main Campus,1537 University Blvd.,MORRILTON,AR,72110,4,"Public, 2-year",759.0,1129.0,1888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1537 University Blvd., MORRILTON, AR 72110",35.17230335,-92.72924321244614
107637001,Southeast Arkansas College,570700,Main Campus,1900 Hazel St.,Pine Bluff,AR,71603,4,"Public, 2-year",248.0,650.0,898.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1900 Hazel St., Pine Bluff, AR 71603",34.211743049999995,-92.02833351806647
107655001,Professional Cosmetology Education Center,2202400,Main Campus,460 N Washington Ave,El Dorado,AR,71730,9,"Private for-profit, less-than 2-year",0.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"460 N Washington Ave, El Dorado, AR 71730",33.21498411111111,-92.66384033333333
107664001,University of Arkansas-Pulaski Technical College,2075300,University of Arkansas Pulaski Technical College,3000 W SCENIC DR,NORTH LITTLE ROCK,AR,72118,4,"Public, 2-year",1431.0,2814.0,4245.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"3000 W SCENIC DR, NORTH LITTLE ROCK, AR 72118",34.78499070584054,-92.29905149779007
107725002,University of Arkansas Hope-Texarkana,573200,University of Arkansas Community College-Texarkana,3501 U of A Way,Texarkana,AR,71854,4,"Public, 2-year",406.0,782.0,1188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"3501 U of A Way, Texarkana, AR 71854",33.4746583,-94.00463600615169
107743001,University of Arkansas Community College Rich Mountain,2111100,University of Arkansas at Rich Mountain,1100 COLLEGE DR,MENA,AR,71953,4,"Public, 2-year",254.0,425.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1100 COLLEGE DR, MENA, AR 71953",34.5912169,-94.2202104
107789001,Paul Mitchell the School-Arkansas,792100,Main Campus,4156 N Steele Blvd,FAYETTEVILLE,AR,72703,9,"Private for-profit, less-than 2-year",1.0,108.0,109.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"4156 N Steele Blvd, FAYETTEVILLE, AR 72703",36.1263965,-94.15387339423076
107831001,Searcy Beauty College,2569600,Searcy Beauty College,1004 S Main St,Searcy,AR,72143,9,"Private for-profit, less-than 2-year",1.0,83.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1004 S Main St, Searcy, AR 72143",35.239008369534844,-91.73535761266557
107840001,Shorter College,110500,Main Campus,604 Locust St,North Little Rock,AR,72114,5,"Private nonprofit, 2-year",126.0,195.0,321.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"604 Locust St, North Little Rock, AR 72114",34.75907895918367,-92.26153093877552
107877001,Williams Baptist University,110600,Williams Baptist University,60 W Fulbright Avenue,Walnut Ridge,AR,72476,2,"Private nonprofit, 4-year or above",272.0,312.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,1,"60 W Fulbright Avenue, Walnut Ridge, AR 72476",36.1250747,-90.9391903
107983001,Southern Arkansas University Main Campus,110700,Main Campus,100 E. University Street,MAGNOLIA,AR,71754,1,"Public, 4-year or above",2296.0,2798.0,5094.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"100 E. University Street, MAGNOLIA, AR 71754",33.293729,-93.23282739939236
108232001,Academy of Art University,753100,Main Campus,79 NEW MONTGOMERY,SAN FRANCISCO,CA,94105,3,"Private for-profit, 4-year or above",2695.0,4091.0,6786.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,1,1,"79 NEW MONTGOMERY, SAN FRANCISCO, CA 94105",37.776019000000005,-122.39870869233974
108667001,College of Alameda,672000,Main Campus,555 Ralph Appezzato Memorial Parkway,ALAMEDA,CA,94501,4,"Public, 2-year",2409.0,3264.0,5673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"555 Ralph Appezzato Memorial Parkway, ALAMEDA, CA 94501",37.78246115,-122.27939789367927
108852001,American Academy of Dramatic Arts-Los Angeles,746501,Los Angeles - Main Campus,1336 N. La Brea Avenue,Los Angeles,CA,90028,5,"Private nonprofit, 2-year",93.0,127.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1336 N. La Brea Avenue, Los Angeles, CA 90028",34.09502883673469,-118.3439916734694
108870001,American Film Institute Conservatory,2222000,American Film Institute Conservatory,2021 North Western Ave,Los Angeles,CA,90027,2,"Private nonprofit, 4-year or above",189.0,234.0,423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"2021 North Western Ave, Los Angeles, CA 90027",34.10634659731544,-118.3093437852349
108977001,American Beauty College,1307400,Main Campus,652 South Sunset Ave,West Covina,CA,91790,9,"Private for-profit, less-than 2-year",55.0,179.0,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"652 South Sunset Ave, West Covina, CA 91790",34.069635136949096,-117.93755264264844
109040001,American Career College-Los Angeles,2241800,Los Angeles,4021 Rosewood Ave,Los Angeles,CA,90004,6,"Private for-profit, 2-year",447.0,1522.0,1969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"4021 Rosewood Ave, Los Angeles, CA 90004",34.078965,-118.2930197142857
109208002,American River College,123200,Natomas Center,2421 Del Paso Rd,Sacramento,CA,95835,4,"Public, 2-year",14210.0,13212.0,27422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"2421 Del Paso Rd, Sacramento, CA 95835",38.65590189261745,-121.51365545637584
109651001,Art Center College of Design,111600,Hillside Campus,1700 LIDA ST,PASADENA,CA,91103,2,"Private nonprofit, 4-year or above",1033.0,1387.0,2420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,"1700 LIDA ST, PASADENA, CA 91103",34.17113543903933,-118.18897558540036
