UNITID_P,INSTNM,OPEID,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON20,DRUG20,LIQUOR20,WEAPON21,DRUG21,LIQUOR21,WEAPON22,DRUG22,LIQUOR22,FILTER20,FILTER21,FILTER22,Full_Address,Latitude,Longitude
100654001,Alabama A & M University,100200,Main Campus,4900 MERIDIAN ST,NORMAL,AL,35762,1,"Public, 4-year or above",2369.0,3638.0,6007.0,4.0,5.0,0.0,1.0,4.0,0.0,1.0,6.0,0.0,1,1,1,"4900 MERIDIAN ST, NORMAL, AL 35762",34.781336°,-86.569823°
100663001,University of Alabama at Birmingham,105200,Main Campus,"ADMINISTRATION BLDG SUITE 1070, 701 20th Street So",BIRMINGHAM,AL,352940110,1,"Public, 4-year or above",7903.0,13736.0,21639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"ADMINISTRATION BLDG SUITE 1070, 701 20th Street So, BIRMINGHAM, AL 352940110",33.505764°,-86.799204°
100663002,University of Alabama at Birmingham,105200,Huntsville Regional Medical Campus,301 Governors Drive SW,Huntsville,AL,35801,1,"Public, 4-year or above",7903.0,13736.0,21639.0,,,,,,,,,,1,1,1,"301 Governors Drive SW, Huntsville, AL 35801",34.719547°,-86.583592°
100706001,University of Alabama in Huntsville,105500,Main Campus,301 SPARKMAN DR,HUNTSVILLE,AL,35899,1,"Public, 4-year or above",5333.0,3904.0,9237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"301 SPARKMAN DR, HUNTSVILLE, AL 35899",34.724911°,-86.640491°
100724001,Alabama State University,100500,Main Campus,915 SOUTH JACKSON ST,MONTGOMERY,AL,361040271,1,"Public, 4-year or above",1347.0,2481.0,3828.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,1,1,1,"915 SOUTH JACKSON ST, MONTGOMERY, AL 361040271",32.365014°,-86.295702°
100751001,The University of Alabama,105100,Main Campus,1110 Jackson Ave,TUSCALOOSA,AL,354870180,1,"Public, 4-year or above",16506.0,22138.0,38644.0,0.0,29.0,0.0,0.0,13.0,0.0,2.0,13.0,2.0,1,1,1,"1110 Jackson Ave, TUSCALOOSA, AL 354870180",33.203199°,-87.533696°
100751002,The University of Alabama,105100,University of Alabama Gadsden Center,P.O. Box 1280,Gadsden,AL,359021280,1,"Public, 4-year or above",16506.0,22138.0,38644.0,,,,,,,,,,1,1,1,"P.O. Box 1280, Gadsden, AL 359021280",30.12606°,31.348424°
100760001,Central Alabama Community College,100700,Alexander City Campus,1675 Cherokee Rd,Alexander City,AL,35010,4,"Public, 2-year",751.0,1026.0,1777.0,,,,,,,,,,1,1,1,"1675 Cherokee Rd, Alexander City, AL 35010",32.91677°,-85.951178°
100760002,Central Alabama Community College,100700,Childersburg Campus,34091 Highway 280,Childersburg,AL,35044,4,"Public, 2-year",751.0,1026.0,1777.0,,,,,,,,,,1,1,1,"34091 Highway 280, Childersburg, AL 35044",33.355023°,-86.604872°
100760003,Central Alabama Community College,100700,Talladega Campus,1009 South Street East,Talladega,AL,35160,4,"Public, 2-year",751.0,1026.0,1777.0,,,,,,,,,,1,1,1,"1009 South Street East, Talladega, AL 35160",33.43526°,-86.086606°
100760004,Central Alabama Community College,100700,Prattville Campus,1320 Old Ridge Road  ,Prattville,AL,36066,4,"Public, 2-year",751.0,1026.0,1777.0,,,,,,,,,,1,1,1,"1320 Old Ridge Road  , Prattville, AL 36066",32.503368°,-86.427681°
100812001,Athens State University,100800,Athens State University Main Campus,300 N BEATY ST,ATHENS,AL,35611,1,"Public, 4-year or above",887.0,2007.0,2894.0,,,,,,,,,,1,1,1,"300 N BEATY ST, ATHENS, AL 35611",34.805619°,-86.965486°
100830001,Auburn University at Montgomery,831000,Auburn University Montgomery,7400 EAST DRIVE,MONTGOMERY,AL,361173596,1,"Public, 4-year or above",1900.0,3209.0,5109.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,1,"7400 EAST DRIVE, MONTGOMERY, AL 361173596",32.368191°,-86.176434°
100858001,Auburn University,100900,Auburn University,182 South College Street,Auburn,AL,36849,1,"Public, 4-year or above",15678.0,16086.0,31764.0,0.0,15.0,6.0,0.0,11.0,0.0,1.0,7.0,0.0,1,1,1,"182 South College Street, Auburn, AL 36849",32.604636°,-85.48285°
100858002,Auburn University,100900,Joseph S Bruno Auburn Abroad Italy,Via del Parco 149,Ariccia,,00072,1,"Public, 4-year or above",15678.0,16086.0,31764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,,41.720653°,12.670349°
100858003,Auburn University,100900,Solon Dixon Forestry Education Center,12130 Dixon Center Road,Andalusia,AL,36420,1,"Public, 4-year or above",15678.0,16086.0,31764.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"12130 Dixon Center Road, Andalusia, AL 36420",31.307217°,-86.481635°
100858006,Auburn University,100900,Auburn University Regional Airport,2150 Mike Hubbard Blvd,Auburn,AL,36830,1,"Public, 4-year or above",15678.0,16086.0,31764.0,,,,,,,,,,1,1,1,"2150 Mike Hubbard Blvd, Auburn, AL 36830",32.611121°,-85.437537°
100858007,Auburn University,100900,E W Shell Fisheries Center North,2101 North College Street,Auburn,AL,36830,1,"Public, 4-year or above",15678.0,16086.0,31764.0,,,,,,,,,,1,1,1,"2101 North College Street, Auburn, AL 36830",32.607453°,-85.481729°
100858008,Auburn University,100900,Charles C. Miller Poultry Research and Education Center,1088 Auburn Lakes Road,Auburn,AL,36830,1,"Public, 4-year or above",15678.0,16086.0,31764.0,,,,,,,,,,1,1,1,"1088 Auburn Lakes Road, Auburn, AL 36830",32.687436°,-85.506135°
100858014,Auburn University,100900,Futures Studio,301 Conti Street,Mobile,AL,36688,1,"Public, 4-year or above",15678.0,16086.0,31764.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"301 Conti Street, Mobile, AL 36688",30.690022°,-88.044629°
100858015,Auburn University,100900,Harrison College of Pharmacy - Huntsville,"301 Governors Drive, Room 385",Huntsville,AL,35801,1,"Public, 4-year or above",15678.0,16086.0,31764.0,,,,,,,,,,0,1,1,"301 Governors Drive, Room 385, Huntsville, AL 35801",34.720218°,-86.619723°
101116001,South University-Montgomery,1303906,South University - Montgomery,5355 Vaughn Road,MONTGOMERY,AL,361161120,3,"Private for-profit, 4-year or above",49.0,312.0,361.0,,,,,,,,,,1,1,1,"5355 Vaughn Road, MONTGOMERY, AL 361161120",32.342681°,-86.2165°
101161001,Coastal Alabama Community College,106000,Coastal Alabama Community College Main Campus - Bay Minette,1900 U.S. Hwy 31 South,Bay Minette,AL,365072698,4,"Public, 2-year",2872.0,3928.0,6800.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1,"1900 U.S. Hwy 31 South, Bay Minette, AL 365072698",34.040239°,-86.749678°
101161003,Coastal Alabama Community College,106000,Coastal Alabama Community College - Gulf Shores Campus,3301 Gulf Shores Parkway,Gulf Shores,AL,36542,4,"Public, 2-year",2872.0,3928.0,6800.0,,,,,,,,,,1,1,1,"3301 Gulf Shores Parkway, Gulf Shores, AL 36542",30.298046°,-87.683153°
101161005,Coastal Alabama Community College,106000,Coastal Alabama Community College - Atmore Campus,6574 Highway 21,Atmore,AL,36502,4,"Public, 2-year",2872.0,3928.0,6800.0,,,,,,,,,,1,1,1,"6574 Highway 21, Atmore, AL 36502",31.112546°,-87.469702°
101189004,Faulkner University,100300,FAULKNER UNIVERSITY-MOBILE,3943 Airport Boulevard,MOBILE,AL,366084112,2,"Private nonprofit, 4-year or above",1153.0,1664.0,2817.0,,,,,,,,,,1,1,1,"3943 Airport Boulevard, MOBILE, AL 366084112",30.67512°,-88.14689°
101286004,George C Wallace Community College-Dothan,101800,Sparks Campus,3235 South Eufaula Ave.,Eufaula,AL,36027,4,"Public, 2-year",1195.0,2637.0,3832.0,,,,,,,,,,1,1,1,"3235 South Eufaula Ave., Eufaula, AL 36027",31.841037°,-85.166839°
101301001,George C Wallace State Community College-Selma,569900,Main Campus,3000 EARL GOODWIN PARKWAY,SELMA,AL,367032808,4,"Public, 2-year",778.0,1082.0,1860.0,,,,,,,,,,1,1,1,"3000 EARL GOODWIN PARKWAY, SELMA, AL 367032808",32.438257°,-87.014518°
101365001,Herzing University-Birmingham,962107,Main Campus,280 WEST VALLEY AVENUE,BIRMINGHAM,AL,35209,2,"Private nonprofit, 4-year or above",126.0,452.0,578.0,,,,,,,,,,1,1,1,"280 WEST VALLEY AVENUE, BIRMINGHAM, AL 35209",33.468648°,-86.832527°
101435001,Huntingdon College,101900,Main Campus,1500 East Fairview Avenue,Montgomery,AL,361062148,2,"Private nonprofit, 4-year or above",454.0,363.0,817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1500 East Fairview Avenue, Montgomery, AL 361062148",32.351824°,-86.284727°
101453001,Heritage Christian University,2199700,Main Campus,"3625 HELTON DR, PO Box HCU",FLORENCE,AL,35630,2,"Private nonprofit, 4-year or above",124.0,19.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"3625 HELTON DR, PO Box HCU, FLORENCE, AL 35630",34.856083°,-87.66298°
101462001,J. F. Drake State Community and Technical College,526000,Main Campus,3421 MERIDIAN ST N,HUNTSVILLE,AL,358111544,4,"Public, 2-year",388.0,588.0,976.0,,,,,,,,,,1,1,1,"3421 MERIDIAN ST N, HUNTSVILLE, AL 358111544",34.767691°,-86.5725°
101471001,J F Ingram State Technical College,3002500,J.F. Ingram State Technical College,5375 Ingram Rd,Deatsville,AL,36022,4,"Public, 2-year",671.0,97.0,768.0,,,,,,,,,,1,1,1,"5375 Ingram Rd, Deatsville, AL 36022",32.583051°,-86.391206°
101505002,Jefferson State Community College,102200,Shelby Campus,4600 Valleydale Road,Birmingham,AL,35242,4,"Public, 2-year",3090.0,5341.0,8431.0,,,,,,,,,,1,1,1,"4600 Valleydale Road, Birmingham, AL 35242",33.385526°,-86.73354°
101505003,Jefferson State Community College,102200,St. Clair Campus,500 College Drive,Pell City,AL,35125,4,"Public, 2-year",3090.0,5341.0,8431.0,,,,,,,,,,1,1,1,"500 College Drive, Pell City, AL 35125",33.606485°,-86.292137°
101505004,Jefferson State Community College,102200,Chilton Campus,1850 Lay Dam Road,Clanton,AL,35045,4,"Public, 2-year",3090.0,5341.0,8431.0,,,,,,,,,,1,1,1,"1850 Lay Dam Road, Clanton, AL 35045",32.872405°,-86.621521°
101514001,John C Calhoun State Community College,101300,Main Campus,HWY 31 N,DECATUR,AL,356092216,4,"Public, 2-year",3698.0,4465.0,8163.0,,,,,,,,,,1,1,1,"HWY 31 N, DECATUR, AL 356092216",34.639579°,-86.950446°
101514004,John C Calhoun State Community College,101300,Alabama Center for the Arts,133 2nd Avenue NE,Decatur,AL,35601,4,"Public, 2-year",3698.0,4465.0,8163.0,,,,,,,,,,1,1,1,"133 2nd Avenue NE, Decatur, AL 35601",34.605283°,-86.985764°
101912001,Oakwood University,103300,Oakwood University,7000 ADVENTIST BLVD NW,HUNTSVILLE,AL,358960003,2,"Private nonprofit, 4-year or above",632.0,838.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"7000 ADVENTIST BLVD NW, HUNTSVILLE, AL 358960003",34.753036°,-86.650783°
102094011,University of South Alabama,105700,USA Baldwin County - Fairhope,111 St. James Ave.,Fairhope,AL,36532,1,"Public, 4-year or above",4284.0,9154.0,13438.0,,,,,,,,,,1,1,1,"111 St. James Ave., Fairhope, AL 36532",30.683949°,-88.064439°
102234001,Spring Hill College,104100,Spring Hill College,4000 DAUPHIN ST,MOBILE,AL,366081791,2,"Private nonprofit, 4-year or above",467.0,579.0,1046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"4000 DAUPHIN ST, MOBILE, AL 366081791",30.697433°,-88.136736°
102298001,Talladega College,104600,Talladega College,627 W BATTLE ST,TALLADEGA,AL,35160,2,"Private nonprofit, 4-year or above",453.0,450.0,903.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1,1,1,"627 W BATTLE ST, TALLADEGA, AL 35160",33.432614°,-86.114294°
102368003,Troy University,104700,Montgomery Campus,231 Montgomery Street,Montgomery,AL,361034419,1,"Public, 4-year or above",5098.0,9058.0,14156.0,,,,,,,,,,1,1,1,"231 Montgomery Street, Montgomery, AL 361034419",36.527937°,-87.359685°
102368008,Troy University,104700,Western Region,81 Beal Parkway Southeast,Ft. Walton Beach ,FL,32548,1,"Public, 4-year or above",5098.0,9058.0,14156.0,,,,,,,,,,1,1,1,"81 Beal Parkway Southeast, Ft. Walton Beach , FL 32548",30.409131°,-86.6125°
102429001,Bevill State Community College,573300,Bevill State Community College Jasper (Main) Campus,1411 Indiana Avenue,Jasper,AL,35501,4,"Public, 2-year",1495.0,2208.0,3703.0,0.0,0.0,0.0,,,,,,,1,1,1,"1411 Indiana Avenue, Jasper, AL 35501",33.837486°,-87.265027°
102429002,Bevill State Community College,573300,Sumiton Campus,101 State Street,Sumiton,AL,35148,4,"Public, 2-year",1495.0,2208.0,3703.0,,,,,,,,,,1,1,1,"101 State Street, Sumiton, AL 35148",33.749939°,-87.049484°
105349001,Northland Pioneer College,1186200,Main Campus - Painted Desert - PDC,2251 E. Navajo Blvd.,Holbrook,AZ,860250610,4,"Public, 2-year",991.0,1749.0,2740.0,,,,,,,,,,1,1,1,"2251 E. Navajo Blvd., Holbrook, AZ 860250610",34.930123°,-110.141338°
106449004,Arkansas State University-Beebe,109100,ASU-LRAFB,"1490 Vandenburg Blvd, Suite 115 / PO Box 1235",Jacksonville,AR,72078,4,"Public, 2-year",1188.0,1740.0,2928.0,,,,,,,,,,1,1,1,"1490 Vandenburg Blvd, Suite 115 / PO Box 1235, Jacksonville, AR 72078",34.889016°,-92.107897°
172264007,Siena Heights University,231600,Siena Heights University at Kellogg Center,450 North Avenue,Battle Creek,MI,99017,2,"Private nonprofit, 4-year or above",809.0,1048.0,1857.0,,,,,,,,,,1,1,1,"450 North Avenue, Battle Creek, MI 99017",42.3355963,-85.1783259
172264008,Siena Heights University,231600,Siena Heights University at the Jackson Community,2111 Emmons Road,Jackson,MI,49201,2,"Private nonprofit, 4-year or above",809.0,1048.0,1857.0,,,,,,,,,,1,1,1,"2111 Emmons Road, Jackson, MI 49201",42.165453049999996,-84.40325205646559
172477001,Western Michigan University-Thomas M. Cooley Law School,1262700,Lansing Campus,300 S CAPITOL AVE,LANSING,MI,48933,2,"Private nonprofit, 4-year or above",241.0,323.0,564.0,,,,,,,,,,1,1,1,"300 S CAPITOL AVE, LANSING, MI 48933",42.7310183,-84.5544209528271
172495001,Twin City Beauty College,3075200,Twin City Beauty College,2600 LINCOLN  AVENUE,SAINT JOSEPH,MI,49085,9,"Private for-profit, less-than 2-year",7.0,241.0,248.0,,,,,,,,,,1,1,1,"2600 LINCOLN  AVENUE, SAINT JOSEPH, MI 49085",42.070897,-86.475448
172608001,Walsh College,407100,Main Campus,3838 Livernois Rd,TROY,MI,48083,2,"Private nonprofit, 4-year or above",599.0,619.0,1218.0,,,,,,,,,,1,1,1,"3838 Livernois Rd, TROY, MI 48083",42.573854350000005,-83.14549805588229
172635001,Wayne County Community College District,923000,Main Campus - Curtis L Ivery Downtown,1001 W FORT ST,DETROIT,MI,48226,4,"Public, 2-year",4130.0,8089.0,12219.0,,,,,,,,,,1,1,1,"1001 W FORT ST, DETROIT, MI 48226",42.3266242,-83.056117
172635002,Wayne County Community College District,923000,Northwest,8200 West Outer Drive,Detroit,MI,48219,4,"Public, 2-year",4130.0,8089.0,12219.0,,,,,,,,,,1,1,1,"8200 West Outer Drive, Detroit, MI 48219",42.420968450000004,-83.22159932402312
172635004,Wayne County Community College District,923000,Down River,21000 Northline,Taylor,MI,48180,4,"Public, 2-year",4130.0,8089.0,12219.0,,,,,,,,,,1,1,1,"21000 Northline, Taylor, MI 48180",42.21715865,-83.24091164809406
172635005,Wayne County Community College District,923000,Ted Scott,9555 Haggerty,Belleville,MI,48111,4,"Public, 2-year",4130.0,8089.0,12219.0,,,,,,,,,,1,1,1,"9555 Haggerty, Belleville, MI 48111",42.233054800000005,-83.44117342633913
172644001,Wayne State University,232900,Main Campus,656 W Kirby,Detroit,MI,48202,1,"Public, 4-year or above",9453.0,14177.0,23630.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,3.0,1.0,1,1,1,"656 W Kirby, Detroit, MI 48202",42.35720515,-83.07094978691399
172644006,Wayne State University,232900,University Center-Macomb,44575 Garfield Rd,Clinton Township,MI,48038,1,"Public, 4-year or above",9453.0,14177.0,23630.0,,,,,,,,,,1,1,1,"44575 Garfield Rd, Clinton Township, MI 48038",42.6222895,-82.9579068
172644007,Wayne State University,232900,Schoolcraft Center,18600 Haggerty Road,Livonia,MI,48152,1,"Public, 4-year or above",9453.0,14177.0,23630.0,,,,,,,,,,1,1,1,"18600 Haggerty Road, Livonia, MI 48152",42.419317,-83.4286936328827
172644009,Wayne State University,232900,Jackson Extension Center,2111 Emmons Road,Jackson,MI,49201,1,"Public, 4-year or above",9453.0,14177.0,23630.0,,,,,,,,,,1,1,1,"2111 Emmons Road, Jackson, MI 49201",42.165453049999996,-84.40325205646559
172699014,Western Michigan University,233000,College of Engineering - Kalamazoo,4601 Campus Drive,Kalamazoo,MI,49008,1,"Public, 4-year or above",8054.0,8946.0,17000.0,,,,,,,,,,1,1,1,"4601 Campus Drive, Kalamazoo, MI 49008",42.25533390062916,-85.64401206540906
172699015,Western Michigan University,233000,CKSM Global Learning Center,"7F, No.286, Sec. 3, Sanmin Rd Taoyuan Dist",Taoyuan City 330,,,1,"Public, 4-year or above",8054.0,8946.0,17000.0,,,,,,,,,,1,1,1,,46.3144754,11.0480288
172918001,Alexandria Technical & Community College,554400,Alexandria Technical and Community College,1601 JEFFERSON ST,ALEXANDRIA,MN,56308,4,"Public, 2-year",1383.0,1482.0,2865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1601 JEFFERSON ST, ALEXANDRIA, MN 56308",45.872868350000005,-95.37179200346014
172963002,Anoka-Ramsey Community College,233200,Anoka-Ramsey Community College-Cambridge Campus,300 Spirit River Drive South,Cambridge,MN,55008,4,"Public, 2-year",3139.0,4763.0,7902.0,,,,,,,,,,1,1,1,"300 Spirit River Drive South, Cambridge, MN 55008",45.5434218,-93.2544722
173045001,Augsburg University,233400,Main Campus,2211 RIVERSIDE AVE,MINNEAPOLIS,MN,55454,2,"Private nonprofit, 4-year or above",1248.0,1840.0,3088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"2211 RIVERSIDE AVE, MINNEAPOLIS, MN 55454",44.967374938775514,-93.24075973469388
173063001,Riverland Community College,233500,Main Campus,1900 8TH Ave NW,Austin,MN,55912,4,"Public, 2-year",1480.0,1695.0,3175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1900 8TH Ave NW, Austin, MN 55912",43.674011346019604,-93.00100020852514
173063002,Riverland Community College,233500,Albert Lea Campus,2200 Riverland Drive,Albert Lea,MN,56007,4,"Public, 2-year",1480.0,1695.0,3175.0,,,,,,,,,,1,1,1,"2200 Riverland Drive, Albert Lea, MN 56007",43.67665578840403,-93.35641954989214
173063003,Riverland Community College,233500,Owatonna Campus,965 Alexander Dr SW,Owatonna,MN,55060,4,"Public, 2-year",1480.0,1695.0,3175.0,,,,,,,,,,1,1,1,"965 Alexander Dr SW, Owatonna, MN 55060",44.0773689962519,-93.25339910914671
173142001,Bethany Lutheran College,233700,(Main Campus)  Bethany Lutheran College,700 LUTHER DR,MANKATO,MN,56001,2,"Private nonprofit, 4-year or above",401.0,429.0,830.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1,"700 LUTHER DR, MANKATO, MN 56001",44.16674125,-93.99104281930205
173203001,Central Lakes College-Brainerd,233900,Brainerd Campus,501 WEST COLLEGE DRIVE,BRAINERD,MN,56401,4,"Public, 2-year",1919.0,2714.0,4633.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,"501 WEST COLLEGE DRIVE, BRAINERD, MN 56401",46.347298050505046,-94.21261188888889
173559003,Minnesota State Community and Technical College,554100,M State - Moorhead Campus,1900 28TH AVE S,MOORHEAD,MN,56560,4,"Public, 2-year",2132.0,3150.0,5282.0,,,,,,,,,,1,1,1,"1900 28TH AVE S, MOORHEAD, MN 56560",46.847824,-96.753614
173559004,Minnesota State Community and Technical College,554100,M State - Wadena Campus,405 Colfax Ave SW,Wadena,MN,56482,4,"Public, 2-year",2132.0,3150.0,5282.0,,,,,,,,,,1,1,1,"405 Colfax Ave SW, Wadena, MN 56482",46.441584099518344,-95.14443903379431
173638001,Minnesota West Community and Technical College,526300,Minnesota West-Granite Falls Campus,1593 11th Avenue,Granite Falls,MN,56241,4,"Public, 2-year",1631.0,1721.0,3352.0,,,,,,,,,,1,1,1,"1593 11th Avenue, Granite Falls, MN 56241",44.80800528803158,-95.56423766462464
173638004,Minnesota West Community and Technical College,526300,Minnesota West-Pipestone Campus,1314 North Hiawatha Avenue,Pipestone,MN,56164,4,"Public, 2-year",1631.0,1721.0,3352.0,,,,,,,,,,1,1,1,"1314 North Hiawatha Avenue, Pipestone, MN 56164",44.014559027590415,-96.3177534425005
173638005,Minnesota West Community and Technical College,526300,Minnesota West-Jackson Campus,401 West Street,Jackson,MN,56143,4,"Public, 2-year",1631.0,1721.0,3352.0,,,,,,,,,,1,1,1,"401 West Street, Jackson, MN 56143",43.62244,-95.001997
173638009,Minnesota West Community and Technical College,526300,Minnesota West - Luverne Center,311 North Spring Street,Luverne,MN,56156,4,"Public, 2-year",1631.0,1721.0,3352.0,,,,,,,,,,1,1,1,"311 North Spring Street, Luverne, MN 56156",43.65695945,-96.20584833877876
173665001,Hamline University,235400,Hamline University,1536 Hewitt Ave,SAINT PAUL,MN,55104,2,"Private nonprofit, 4-year or above",890.0,1748.0,2638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1536 Hewitt Ave, SAINT PAUL, MN 55104",44.96657162613821,-93.16504766676618
173708001,Hennepin Technical College,1049100,Main campus,9000 Brooklyn Blvd,Brooklyn Park,MN,55445,4,"Public, 2-year",2476.0,1498.0,3974.0,,,,,,,,,,1,1,1,"9000 Brooklyn Blvd, Brooklyn Park, MN 55445",45.095832,-93.3984193
173708002,Hennepin Technical College,1049100,Eden Prairie,13100 College View Drive,Eden Prairie,MN,55347,4,"Public, 2-year",2476.0,1498.0,3974.0,,,,,,,,,,1,1,1,"13100 College View Drive, Eden Prairie, MN 55347",44.836214,-93.4434702
173735001,Minnesota North College,235500,Minnesota North College - Hibbing Campus,1515 E 25TH ST,Hibbing,MN,55746,4,"Public, 2-year",1457.0,1587.0,3044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1515 E 25TH ST, Hibbing, MN 55746",47.4221372,-92.92066863392921
173735003,Minnesota North College,235500,Minnesota North College - Virginia Campus,1001 CHESTNUT ST WEST,VIRGINIA,MN,55792,4,"Public, 2-year",1457.0,1587.0,3044.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,"1001 CHESTNUT ST WEST, VIRGINIA, MN 55792",47.524927399999996,-92.54968421946272
173735006,Minnesota North College,235500,Minnesota North College - Vermilion Campus,1900 E Camp Street,Ely,MN,55731,4,"Public, 2-year",1457.0,1587.0,3044.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,"1900 E Camp Street, Ely, MN 55731",47.909078199999996,-91.83290181218021
173799001,Inver Hills Community College,974000,Main Campus,2500 80TH Street East,INVER GROVE HEIGHTS,MN,55076,4,"Public, 2-year",1324.0,2135.0,3459.0,,,,,,,,,,1,1,1,"2500 80TH Street East, INVER GROVE HEIGHTS, MN 55076",44.833406,-93.054701
173902001,Macalester College,235800,Macalester College,1600 Grand Avenue,St. Paul,MN,55105,2,"Private nonprofit, 4-year or above",917.0,1258.0,2175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1600 Grand Avenue, St. Paul, MN 55105",44.9376942,-93.16929174410551
173957002,Mayo Clinic College of Medicine and Science,1173200,"Mayo Clinic-Jacksonville , FL Campus",4500 San Pablo Road,Jacksonville,FL,32224,2,"Private nonprofit, 4-year or above",507.0,730.0,1237.0,,,,,,,,,,1,1,1,"4500 San Pablo Road, Jacksonville, FL 32224",30.2651818,-81.4417145
173957003,Mayo Clinic College of Medicine and Science,1173200,"Mayo Clinic-Scottsdale, AZ Campus",13400 East Shea Blvd,Scottsdale,AZ,85259,2,"Private nonprofit, 4-year or above",507.0,730.0,1237.0,,,,,,,,,,1,1,1,"13400 East Shea Blvd, Scottsdale, AZ 85259",33.58595385,-111.7940760361704
174020002,Metropolitan State University,1037400,Midway Campus,1450 Energy Park Drive,St. Paul,MN,55108,1,"Public, 4-year or above",2617.0,3677.0,6294.0,,,,,,,,,,1,1,1,"1450 Energy Park Drive, St. Paul, MN 55108",44.97130425,-93.1620241533868
174020004,Metropolitan State University,1037400,LECJEC/Hennepin Tech College,9110 Brooklyn Blvd.,Brooklyn Park,MN,55445,1,"Public, 4-year or above",2617.0,3677.0,6294.0,,,,,,,,,,1,1,1,"9110 Brooklyn Blvd., Brooklyn Park, MN 55445",45.09465823918355,-93.39833759932313
174020005,Metropolitan State University,1037400,Minneapolis College (MCTC),1501 Hennepin Ave,Minneapolis,MN,55403,1,"Public, 4-year or above",2617.0,3677.0,6294.0,,,,,,,,,,1,1,1,"1501 Hennepin Ave, Minneapolis, MN 55403",44.9716985,-93.2828216
174127001,Minneapolis College of Art and Design,236500,Main Campus,2501 Stevens Avenue,Minneapolis,MN,55404,2,"Private nonprofit, 4-year or above",258.0,563.0,821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"2501 Stevens Avenue, Minneapolis, MN 55404",44.95678845,-93.27465303512955
174154001,Herzing University-Minneapolis,962108,Main Campus,435 Ford Road,St. Louis Park,MN,55426,2,"Private nonprofit, 4-year or above",92.0,723.0,815.0,,,,,,,,,,1,1,1,"435 Ford Road, St. Louis Park, MN 55426",44.975194349999995,-93.40479911044181
174190001,Minnesota School of Cosmetology-Woodbury Campus,2238100,Nova Academy of Cosmetology Woodbury,1750 Weir Drive,Woodbury,MN,55125,9,"Private for-profit, less-than 2-year",3.0,147.0,150.0,,,,,,,,,,1,1,1,"1750 Weir Drive, Woodbury, MN 55125",44.9248345,-92.9737083
174233001,University of Minnesota-Duluth,238800,University of Minnesota Duluth,1049 University Drive,Duluth,MN,55812,1,"Public, 4-year or above",4802.0,4873.0,9675.0,0.0,12.0,27.0,0.0,6.0,24.0,0.0,5.0,27.0,1,1,1,"1049 University Drive, Duluth, MN 55812",46.8203898,-92.08527412081386
174358001,Minnesota State University Moorhead,236700,Main Campus,1104 7th Avenue South,Moorhead,MN,56563,1,"Public, 4-year or above",1650.0,3032.0,4682.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,"1104 7th Avenue South, Moorhead, MN 56563",46.8669248,-96.7630488
174376001,North Hennepin Community College,237000,Main Campus,7411 85TH AVE N,BROOKLYN PARK,MN,55445,4,"Public, 2-year",1917.0,2979.0,4896.0,,,,,,,,,,1,1,1,"7411 85TH AVE N, BROOKLYN PARK, MN 55445",45.10569695,-93.37420224648652
